nsdId,category,source
69965,face,subject7
70008,face,subject7
70931,face,subject7
71514,face,subject7
72027,face,subject7
9,face,subject8
127,face,subject8
455,face,subject8
1554,face,subject8
1801,face,subject8
2053,face,subject8
2531,face,subject8
3207,face,subject8
4489,face,subject8
5654,face,subject8
5715,face,subject8
6549,face,subject8
6706,face,subject8
7037,face,subject8
7541,face,subject8
9281,face,subject8
9726,face,subject8
9983,face,subject8
11114,face,subject8
11403,face,subject8
11665,face,subject8
13415,face,subject8
14336,face,subject8
14379,face,subject8
14830,face,subject8
15080,face,subject8
15244,face,subject8
16036,face,subject8
16450,face,subject8
18264,face,subject8
19015,face,subject8
19771,face,subject8
20398,face,subject8
21556,face,subject8
23112,face,subject8
25301,face,subject8
25858,face,subject8
27467,face,subject8
27689,face,subject8
28247,face,subject8
29037,face,subject8
29547,face,subject8
30819,face,subject8
30973,face,subject8
31550,face,subject8
33197,face,subject8
34480,face,subject8
34497,face,subject8
34531,face,subject8
35524,face,subject8
35721,face,subject8
35871,face,subject8
36614,face,subject8
37733,face,subject8
39838,face,subject8
40008,face,subject8
40545,face,subject8
43696,face,subject8
44183,face,subject8
44238,face,subject8
44525,face,subject8
44827,face,subject8
45353,face,subject8
46499,face,subject8
46538,face,subject8
47301,face,subject8
47543,face,subject8
48521,face,subject8
50566,face,subject8
50851,face,subject8
51527,face,subject8
51572,face,subject8
51654,face,subject8
51909,face,subject8
52983,face,subject8
55032,face,subject8
55081,face,subject8
55890,face,subject8
57881,face,subject8
57978,face,subject8
58006,face,subject8
58445,face,subject8
58738,face,subject8
59809,face,subject8
61828,face,subject8
62010,face,subject8
63102,face,subject8
65214,face,subject8
65487,face,subject8
65765,face,subject8
66181,face,subject8
66595,face,subject8
67121,face,subject8
67593,face,subject8
68615,face,subject8
70318,face,subject8
71984,face,subject8
72059,face,subject8
72081,face,subject8
72481,face,subject8
2990,place,shared
3386,place,shared
3449,place,shared
4892,place,shared
5301,place,shared
5583,place,shared
6489,place,shared
6640,place,shared
7480,place,shared
8006,place,shared
8465,place,shared
8631,place,shared
8646,place,shared
9917,place,shared
13720,place,shared
14931,place,shared
15025,place,shared
15506,place,shared
16635,place,shared
16655,place,shared
17794,place,shared
17942,place,shared
19292,place,shared
20064,place,shared
20442,place,shared
20738,place,shared
21279,place,shared
21508,place,shared
21703,place,shared
22495,place,shared
22957,place,shared
22993,place,shared
24560,place,shared
24640,place,shared
25578,place,shared
25581,place,shared
26163,place,shared
26307,place,shared
27242,place,shared
27580,place,shared
28898,place,shared
30081,place,shared
31837,place,shared
31936,place,shared
33245,place,shared
34186,place,shared
34603,place,shared
36476,place,shared
38246,place,shared
38278,place,shared
38483,place,shared
38853,place,shared
39997,place,shared
40840,place,shared
40920,place,shared
41814,place,shared
42166,place,shared
42642,place,shared
42781,place,shared
43984,place,shared
44097,place,shared
44107,place,shared
44705,place,shared
44971,place,shared
46036,place,shared
46462,place,shared
47200,place,shared
48508,place,shared
49076,place,shared
49955,place,shared
50882,place,shared
52652,place,shared
54824,place,shared
55163,place,shared
55678,place,shared
55969,place,shared
56867,place,shared
57046,place,shared
58668,place,shared
60094,place,shared
60251,place,shared
61801,place,shared
61809,place,shared
61873,place,shared
62209,place,shared
62275,place,shared
62544,place,shared
64483,place,shared
64687,place,shared
65267,place,shared
65445,place,shared
65943,place,shared
66214,place,shared
66342,place,shared
66836,place,shared
67802,place,shared
69030,place,shared
69240,place,shared
70038,place,shared
70427,place,shared
563,place,subject1
1488,place,subject1
1820,place,subject1
2992,place,subject1
3140,place,subject1
4119,place,subject1
4162,place,subject1
4167,place,subject1
4561,place,subject1
5165,place,subject1
5444,place,subject1
6991,place,subject1
7355,place,subject1
8029,place,subject1
8913,place,subject1
8926,place,subject1
9268,place,subject1
10601,place,subject1
10868,place,subject1
11696,place,subject1
11880,place,subject1
12256,place,subject1
12379,place,subject1
13298,place,subject1
13829,place,subject1
14049,place,subject1
14076,place,subject1
14626,place,subject1
14781,place,subject1
14974,place,subject1
15061,place,subject1
15632,place,subject1
15794,place,subject1
17850,place,subject1
17936,place,subject1
18170,place,subject1
20086,place,subject1
20100,place,subject1
20904,place,subject1
22109,place,subject1
23617,place,subject1
23877,place,subject1
25047,place,subject1
25704,place,subject1
26836,place,subject1
27481,place,subject1
28118,place,subject1
28240,place,subject1
30089,place,subject1
30480,place,subject1
30517,place,subject1
32084,place,subject1
32281,place,subject1
33138,place,subject1
33282,place,subject1
34991,place,subject1
35504,place,subject1
35512,place,subject1
35919,place,subject1
37406,place,subject1
37889,place,subject1
37954,place,subject1
41592,place,subject1
42591,place,subject1
42820,place,subject1
44948,place,subject1
46469,place,subject1
47130,place,subject1
48697,place,subject1
49838,place,subject1
50703,place,subject1
52220,place,subject1
53177,place,subject1
53899,place,subject1
54926,place,subject1
55839,place,subject1
57571,place,subject1
57953,place,subject1
58102,place,subject1
58767,place,subject1
61653,place,subject1
62342,place,subject1
63194,place,subject1
63344,place,subject1
63450,place,subject1
63837,place,subject1
63902,place,subject1
65609,place,subject1
66402,place,subject1
66423,place,subject1
67276,place,subject1
67533,place,subject1
67638,place,subject1
69472,place,subject1
69590,place,subject1
69872,place,subject1
71425,place,subject1
72219,place,subject1
72527,place,subject1
72534,place,subject1
366,place,subject2
997,place,subject2
2542,place,subject2
2759,place,subject2
4627,place,subject2
4936,place,subject2
5853,place,subject2
5854,place,subject2
6472,place,subject2
6624,place,subject2
7357,place,subject2
7878,place,subject2
8850,place,subject2
8861,place,subject2
9972,place,subject2
10218,place,subject2
12623,place,subject2
13785,place,subject2
13959,place,subject2
14183,place,subject2
14333,place,subject2
15317,place,subject2
15759,place,subject2
16663,place,subject2
17845,place,subject2
20031,place,subject2
20176,place,subject2
20705,place,subject2
22488,place,subject2
23429,place,subject2
23779,place,subject2
24000,place,subject2
24153,place,subject2
24160,place,subject2
24782,place,subject2
25814,place,subject2
26221,place,subject2
26349,place,subject2
26726,place,subject2
27022,place,subject2
28186,place,subject2
28310,place,subject2
28370,place,subject2
29263,place,subject2
30261,place,subject2
30859,place,subject2
31392,place,subject2
31913,place,subject2
32203,place,subject2
33653,place,subject2
34221,place,subject2
34979,place,subject2
35480,place,subject2
35709,place,subject2
36187,place,subject2
36311,place,subject2
37154,place,subject2
39267,place,subject2
40019,place,subject2
41210,place,subject2
41280,place,subject2
42025,place,subject2
46387,place,subject2
46563,place,subject2
46963,place,subject2
48127,place,subject2
50013,place,subject2
50597,place,subject2
51260,place,subject2
52280,place,subject2
52582,place,subject2
53169,place,subject2
53826,place,subject2
56044,place,subject2
56128,place,subject2
56445,place,subject2
57065,place,subject2
58049,place,subject2
58308,place,subject2
60309,place,subject2
60822,place,subject2
60833,place,subject2
60937,place,subject2
61605,place,subject2
62678,place,subject2
62799,place,subject2
64596,place,subject2
64618,place,subject2
65117,place,subject2
65233,place,subject2
66454,place,subject2
68123,place,subject2
68309,place,subject2
68574,place,subject2
68869,place,subject2
68965,place,subject2
70156,place,subject2
70580,place,subject2
70872,place,subject2
72661,place,subject2
2646,place,subject3
3039,place,subject3
4522,place,subject3
4915,place,subject3
6206,place,subject3
6814,place,subject3
6866,place,subject3
7072,place,subject3
7109,place,subject3
7510,place,subject3
8403,place,subject3
8648,place,subject3
8863,place,subject3
8955,place,subject3
10015,place,subject3
11167,place,subject3
12253,place,subject3
12259,place,subject3
12777,place,subject3
13468,place,subject3
13642,place,subject3
15515,place,subject3
16522,place,subject3
17062,place,subject3
19915,place,subject3
19997,place,subject3
20280,place,subject3
21374,place,subject3
21798,place,subject3
21865,place,subject3
22151,place,subject3
23967,place,subject3
24314,place,subject3
24504,place,subject3
24537,place,subject3
24998,place,subject3
25022,place,subject3
25846,place,subject3
27567,place,subject3
29008,place,subject3
29268,place,subject3
29945,place,subject3
30662,place,subject3
32251,place,subject3
35277,place,subject3
35307,place,subject3
35435,place,subject3
35555,place,subject3
35733,place,subject3
36016,place,subject3
36164,place,subject3
36458,place,subject3
36631,place,subject3
37525,place,subject3
37816,place,subject3
39525,place,subject3
39940,place,subject3
41212,place,subject3
43036,place,subject3
43964,place,subject3
44180,place,subject3
44212,place,subject3
46178,place,subject3
46492,place,subject3
46775,place,subject3
47569,place,subject3
48230,place,subject3
49240,place,subject3
49298,place,subject3
49594,place,subject3
50066,place,subject3
50814,place,subject3
54828,place,subject3
55691,place,subject3
56261,place,subject3
56321,place,subject3
56882,place,subject3
56981,place,subject3
57489,place,subject3
57691,place,subject3
57761,place,subject3
58877,place,subject3
61655,place,subject3
61672,place,subject3
62447,place,subject3
63580,place,subject3
63624,place,subject3
64770,place,subject3
64965,place,subject3
67028,place,subject3
67154,place,subject3
67595,place,subject3
68004,place,subject3
68617,place,subject3
68856,place,subject3
69356,place,subject3
69511,place,subject3
71418,place,subject3
71688,place,subject3
72185,place,subject3
81,place,subject4
345,place,subject4
2393,place,subject4
3230,place,subject4
4707,place,subject4
4934,place,subject4
6096,place,subject4
6244,place,subject4
6849,place,subject4
6946,place,subject4
7017,place,subject4
7438,place,subject4
8852,place,subject4
8965,place,subject4
9126,place,subject4
9329,place,subject4
9670,place,subject4
11549,place,subject4
12985,place,subject4
13036,place,subject4
13120,place,subject4
15420,place,subject4
16031,place,subject4
17287,place,subject4
17307,place,subject4
17837,place,subject4
18217,place,subject4
18348,place,subject4
19169,place,subject4
19907,place,subject4
20933,place,subject4
21201,place,subject4
21467,place,subject4
22150,place,subject4
24346,place,subject4
25525,place,subject4
25848,place,subject4
26808,place,subject4
28295,place,subject4
29016,place,subject4
29879,place,subject4
30116,place,subject4
31088,place,subject4
31880,place,subject4
32028,place,subject4
32184,place,subject4
32185,place,subject4
32356,place,subject4
32526,place,subject4
33107,place,subject4
33367,place,subject4
36116,place,subject4
37644,place,subject4
41859,place,subject4
42546,place,subject4
42998,place,subject4
44198,place,subject4
44976,place,subject4
45747,place,subject4
45807,place,subject4
45862,place,subject4
46048,place,subject4
46776,place,subject4
47424,place,subject4
47607,place,subject4
47616,place,subject4
48145,place,subject4
48543,place,subject4
49011,place,subject4
50016,place,subject4
50089,place,subject4
54991,place,subject4
56599,place,subject4
56874,place,subject4
57442,place,subject4
58597,place,subject4
58715,place,subject4
59747,place,subject4
60958,place,subject4
61124,place,subject4
61350,place,subject4
62045,place,subject4
63195,place,subject4
63533,place,subject4
63844,place,subject4
64200,place,subject4
65189,place,subject4
65496,place,subject4
65988,place,subject4
66277,place,subject4
67894,place,subject4
68916,place,subject4
69357,place,subject4
69393,place,subject4
70099,place,subject4
71469,place,subject4
71590,place,subject4
72111,place,subject4
72289,place,subject4
72411,place,subject4
1532,place,subject5
1593,place,subject5
2279,place,subject5
2778,place,subject5
4386,place,subject5
4533,place,subject5
4900,place,subject5
5052,place,subject5
5485,place,subject5
5670,place,subject5
6404,place,subject5
7244,place,subject5
9020,place,subject5
10131,place,subject5
11014,place,subject5
13016,place,subject5
13098,place,subject5
13529,place,subject5
14462,place,subject5
14491,place,subject5
14643,place,subject5
14953,place,subject5
15523,place,subject5
15874,place,subject5
16047,place,subject5
18008,place,subject5
18212,place,subject5
19685,place,subject5
21302,place,subject5
23471,place,subject5
24505,place,subject5
24651,place,subject5
25256,place,subject5
25378,place,subject5
25984,place,subject5
25993,place,subject5
28493,place,subject5
28855,place,subject5
29474,place,subject5
29646,place,subject5
29984,place,subject5
30145,place,subject5
34280,place,subject5
35960,place,subject5
36124,place,subject5
36595,place,subject5
38192,place,subject5
39492,place,subject5
39523,place,subject5
39750,place,subject5
41069,place,subject5
41109,place,subject5
43055,place,subject5
43692,place,subject5
45861,place,subject5
46039,place,subject5
46687,place,subject5
48130,place,subject5
48241,place,subject5
48414,place,subject5
48523,place,subject5
48719,place,subject5
50949,place,subject5
51069,place,subject5
51622,place,subject5
52373,place,subject5
53404,place,subject5
53721,place,subject5
54022,place,subject5
54523,place,subject5
54603,place,subject5
55229,place,subject5
55774,place,subject5
55800,place,subject5
56536,place,subject5
57454,place,subject5
57912,place,subject5
58140,place,subject5
58427,place,subject5
58608,place,subject5
58674,place,subject5
59847,place,subject5
59926,place,subject5
59973,place,subject5
61346,place,subject5
61619,place,subject5
62246,place,subject5
62920,place,subject5
63652,place,subject5
64189,place,subject5
64529,place,subject5
64555,place,subject5
65502,place,subject5
65699,place,subject5
66207,place,subject5
66625,place,subject5
67467,place,subject5
69966,place,subject5
70456,place,subject5
72970,place,subject5
243,place,subject6
331,place,subject6
915,place,subject6
949,place,subject6
1087,place,subject6
1491,place,subject6
1538,place,subject6
2606,place,subject6
2848,place,subject6
3332,place,subject6
4350,place,subject6
6547,place,subject6
6911,place,subject6
9526,place,subject6
10329,place,subject6
10916,place,subject6
10924,place,subject6
11105,place,subject6
11985,place,subject6
12073,place,subject6
14317,place,subject6
14700,place,subject6
15304,place,subject6
17494,place,subject6
17618,place,subject6
18841,place,subject6
19240,place,subject6
19279,place,subject6
20452,place,subject6
22210,place,subject6
22693,place,subject6
22808,place,subject6
23355,place,subject6
24751,place,subject6
25075,place,subject6
27801,place,subject6
27894,place,subject6
28016,place,subject6
28188,place,subject6
28549,place,subject6
29326,place,subject6
29348,place,subject6
30692,place,subject6
31383,place,subject6
31683,place,subject6
32241,place,subject6
32318,place,subject6
33119,place,subject6
33433,place,subject6
33650,place,subject6
33675,place,subject6
35482,place,subject6
35703,place,subject6
35739,place,subject6
36959,place,subject6
38151,place,subject6
38467,place,subject6
38604,place,subject6
39078,place,subject6
39257,place,subject6
41923,place,subject6
42274,place,subject6
43123,place,subject6
45155,place,subject6
45692,place,subject6
45829,place,subject6
46734,place,subject6
46920,place,subject6
47007,place,subject6
47872,place,subject6
50371,place,subject6
50461,place,subject6
50629,place,subject6
51413,place,subject6
52442,place,subject6
52492,place,subject6
53160,place,subject6
53385,place,subject6
